soil_type,land_area,location,budget,water_availability,crop
red,15.1,Warangal,152543,medium,cotton
sandy,9.7,Bengaluru,54933,low,groundnut
loamy,6.9,Warangal,27742,medium,maize
black,2.6,Bengaluru,16956,medium,soybean
loamy,13.8,Lucknow,131947,medium,potato
loamy,8.4,Nashik,113742,high,tomato
loamy,14.3,Pune,100297,medium,potato
loamy,6.2,Nashik,68934,medium,tomato
black,11.7,Jaipur,36960,high,groundnut
red,8.2,Vijayawada,127040,medium,chilli
loamy,5.3,Lucknow,62181,medium,potato
clay,12.1,Vijayawada,37563,medium,millet
loamy,5.3,Pune,51825,medium,onion
loamy,3.8,Warangal,31964,high,maize
clay,10.9,Bengaluru,72849,low,maize
red,18.9,Vijayawada,222604,low,cotton
loamy,16.5,Warangal,149569,medium,maize
black,4.5,Pune,22503,high,maize
loamy,18.0,Bengaluru,112885,medium,rice
loamy,12.6,Nashik,110045,high,tomato
red,3.1,Jaipur,15442,medium,millet
black,9.8,Hyderabad,95855,medium,cotton
loamy,7.7,Pune,104116,medium,potato
loamy,17.3,Hyderabad,132718,medium,soybean
loamy,12.5,Nashik,118970,low,maize
loamy,15.3,Nashik,170178,high,tomato
black,8.5,Pune,140312,medium,cotton
loamy,14.5,Hyderabad,104255,high,maize
black,3.8,Delhi,8878,low,millet
clay,8.3,Hyderabad,104535,medium,chilli
sandy,10.1,Pune,144076,high,chilli
loamy,19.8,Delhi,250303,medium,potato
black,10.9,Warangal,79995,medium,maize
clay,8.0,Vijayawada,113196,medium,rice
sandy,15.8,Pune,185438,medium,onion
black,14.9,Nashik,139008,medium,soybean
loamy,8.5,Warangal,136725,medium,chilli
loamy,8.9,Hyderabad,102204,high,rice
black,1.7,Warangal,7537,medium,maize
loamy,13.7,Lucknow,170811,medium,potato
red,17.9,Delhi,103490,medium,millet
red,6.3,Pune,36949,low,millet
black,7.2,Pune,56472,medium,soybean
sandy,3.0,Vijayawada,25875,medium,onion
loamy,2.9,Bengaluru,28802,medium,maize
sandy,5.6,Pune,52310,medium,onion
black,9.2,Pune,72264,medium,soybean
loamy,10.2,Bengaluru,87205,high,tomato
black,5.5,Bengaluru,62218,high,potato
black,8.2,Pune,129869,medium,cotton
loamy,2.8,Jaipur,29727,medium,wheat
loamy,6.5,Vijayawada,67128,medium,chilli
red,2.9,Jaipur,9413,low,millet
black,8.4,Pune,85463,medium,soybean
loamy,9.8,Pune,95336,medium,potato
sandy,1.6,Nashik,7146,medium,groundnut
red,13.4,Delhi,71486,medium,millet
loamy,9.8,Vijayawada,110551,high,tomato
loamy,3.8,Pune,13421,medium,maize
loamy,3.3,Jaipur,37330,medium,wheat
red,4.0,Vijayawada,66402,medium,chilli
black,10.5,Nashik,137613,medium,cotton
clay,14.4,Vijayawada,176901,medium,chilli
loamy,10.3,Warangal,116231,medium,chilli
sandy,6.3,Pune,37534,low,millet
red,7.5,Warangal,122082,medium,cotton
black,4.8,Nashik,54432,medium,soybean
black,14.9,Pune,102070,high,maize
clay,8.7,Hyderabad,84640,medium,rice
sandy,11.9,Delhi,191173,medium,chilli
loamy,16.5,Pune,36653,medium,millet
clay,1.8,Pune,14500,medium,chilli
loamy,11.2,Lucknow,76054,medium,potato
sandy,12.0,Pune,68052,high,onion
sandy,7.2,Nashik,72712,medium,onion
loamy,19.0,Nashik,176874,medium,onion
clay,8.9,Bengaluru,87499,high,rice
loamy,11.3,Nashik,121870,high,tomato
loamy,15.8,Nashik,54920,medium,onion
sandy,16.9,Nashik,64149,medium,groundnut
loamy,7.8,Vijayawada,67451,medium,onion
loamy,19.9,Lucknow,75719,medium,wheat
loamy,1.6,Bengaluru,14340,medium,maize
loamy,4.6,Vijayawada,56464,medium,tomato
loamy,9.7,Bengaluru,140454,medium,chilli
sandy,11.8,Jaipur,58622,low,millet
clay,1.1,Nashik,12591,high,rice
sandy,15.6,Warangal,91993,low,millet
loamy,5.7,Pune,52288,medium,soybean
clay,14.2,Warangal,65558,low,onion
clay,2.4,Delhi,20061,medium,tomato
red,14.5,Jaipur,70594,low,groundnut
red,19.5,Warangal,124328,high,maize
sandy,2.5,Pune,8478,low,millet
loamy,18.0,Bengaluru,263217,medium,rice
clay,2.0,Bengaluru,20736,high,rice
loamy,7.9,Pune,43901,medium,wheat
loamy,13.3,Nashik,124735,medium,onion
black,3.4,Nashik,21866,medium,soybean
red,16.1,Bengaluru,267807,medium,chilli
black,8.4,Hyderabad,90431,medium,cotton
loamy,6.1,Vijayawada,62703,medium,onion
sandy,10.5,Delhi,70045,high,soybean
loamy,3.3,Jaipur,30422,medium,wheat
loamy,14.0,Warangal,120542,medium,chilli
clay,3.1,Hyderabad,25642,low,maize
clay,13.3,Vijayawada,104968,high,rice
clay,9.4,Delhi,110927,medium,wheat
loamy,13.7,Delhi,173017,low,cotton
red,9.2,Vijayawada,79499,medium,chilli
loamy,17.7,Hyderabad,94443,high,maize
loamy,11.1,Warangal,78823,high,maize
loamy,6.2,Nashik,39162,medium,soybean
clay,3.5,Jaipur,31117,low,potato
red,8.0,Pune,75515,medium,cotton
red,11.8,Nashik,66618,medium,groundnut
loamy,19.6,Jaipur,258774,medium,wheat
loamy,7.5,Bengaluru,99447,medium,rice
loamy,16.3,Pune,188564,medium,potato
loamy,4.7,Pune,35202,medium,soybean
red,7.3,Hyderabad,131016,medium,cotton
black,8.8,Warangal,131325,medium,cotton
clay,9.4,Hyderabad,155291,high,rice
loamy,1.2,Hyderabad,5561,medium,maize
loamy,5.5,Pune,30869,medium,soybean
loamy,11.3,Delhi,127000,medium,wheat
loamy,2.7,Warangal,32544,medium,chilli
loamy,7.8,Nashik,74596,medium,soybean
loamy,1.4,Pune,12634,medium,potato
sandy,4.7,Nashik,15492,low,groundnut
red,12.8,Warangal,213406,medium,cotton
loamy,16.9,Bengaluru,268372,medium,rice
loamy,8.1,Bengaluru,96840,medium,tomato
sandy,3.9,Nashik,27552,medium,onion
loamy,19.9,Lucknow,217670,medium,wheat
loamy,16.1,Pune,116824,medium,onion
sandy,15.7,Jaipur,88852,low,groundnut
red,14.3,Vijayawada,95881,low,potato
loamy,17.6,Delhi,207482,medium,wheat
loamy,7.4,Pune,55739,medium,maize
sandy,9.1,Vijayawada,46166,medium,onion
black,9.0,Pune,145708,medium,cotton
red,17.1,Warangal,289509,medium,chilli
loamy,16.4,Bengaluru,246908,high,rice
loamy,19.1,Hyderabad,286824,high,rice
loamy,8.2,Delhi,57508,medium,wheat
loamy,16.4,Lucknow,116236,medium,wheat
loamy,3.9,Nashik,27005,medium,soybean
sandy,9.3,Warangal,56477,medium,groundnut
loamy,7.6,Bengaluru,75247,high,rice
red,5.5,Delhi,24614,low,millet
loamy,6.9,Hyderabad,57504,high,maize
black,8.7,Warangal,70435,medium,maize
red,19.1,Warangal,309114,medium,cotton
loamy,5.8,Pune,35859,medium,onion
loamy,11.4,Vijayawada,86104,medium,onion
loamy,2.2,Delhi,18612,medium,potato
sandy,6.6,Nashik,37103,low,groundnut
black,17.7,Hyderabad,89193,high,maize
black,2.6,Warangal,14765,medium,maize
clay,15.3,Delhi,123217,high,rice
sandy,8.0,Delhi,36009,low,groundnut
sandy,9.9,Vijayawada,52517,medium,onion
red,10.6,Nashik,87433,medium,groundnut
loamy,10.9,Hyderabad,144845,medium,rice
sandy,14.1,Nashik,106722,medium,groundnut
loamy,19.4,Hyderabad,156197,medium,rice
red,5.2,Pune,14563,medium,millet
sandy,17.7,Jaipur,131836,low,maize
loamy,3.6,Delhi,27342,medium,wheat
loamy,19.2,Vijayawada,162343,medium,chilli
loamy,10.5,Nashik,59058,medium,soybean
loamy,12.1,Nashik,95928,medium,tomato
sandy,14.1,Pune,70990,low,millet
red,3.3,Pune,19025,medium,millet
red,16.0,Bengaluru,194156,high,tomato
sandy,11.0,Warangal,102284,medium,maize
loamy,7.5,Pune,57012,medium,soybean
clay,5.1,Hyderabad,78926,high,rice
black,8.9,Nashik,60539,medium,soybean
loamy,18.9,Jaipur,223235,medium,wheat
sandy,9.3,Bengaluru,123344,medium,rice
loamy,17.1,Bengaluru,131464,high,rice
sandy,17.8,Bengaluru,191097,high,rice
sandy,18.9,Vijayawada,207370,medium,wheat
black,16.5,Nashik,205646,medium,cotton
sandy,11.7,Pune,132916,medium,onion
black,18.0,Warangal,85662,high,maize
clay,17.4,Vijayawada,172461,high,rice
loamy,8.1,Nashik,63003,medium,onion
loamy,19.9,Delhi,111885,medium,wheat
loamy,19.8,Hyderabad,141779,medium,soybean
black,16.4,Delhi,164393,high,soybean
red,15.9,Bengaluru,188793,medium,chilli
black,1.4,Nashik,12186,medium,soybean
red,4.5,Bengaluru,27023,high,onion
black,18.8,Hyderabad,289354,medium,cotton
loamy,9.7,Nashik,118499,high,tomato
sandy,6.9,Jaipur,64027,high,tomato
black,19.1,Nashik,315570,medium,cotton
loamy,8.7,Warangal,85957,high,maize
loamy,17.1,Vijayawada,143510,medium,chilli
black,15.9,Bengaluru,132466,medium,maize
loamy,1.3,Vijayawada,9585,high,tomato
sandy,11.9,Vijayawada,101742,high,potato
loamy,16.1,Pune,111930,medium,wheat
clay,10.1,Hyderabad,22918,high,groundnut
red,16.8,Hyderabad,127438,medium,cotton
loamy,16.6,Vijayawada,161491,medium,tomato
loamy,6.3,Bengaluru,42422,medium,rice
sandy,4.4,Jaipur,26266,medium,groundnut
red,8.0,Bengaluru,79062,medium,chilli
loamy,8.4,Vijayawada,115940,medium,chilli
clay,8.8,Bengaluru,99308,high,rice
black,18.5,Warangal,184911,medium,maize
red,18.8,Warangal,177738,high,rice
loamy,2.7,Warangal,28771,medium,chilli
clay,19.3,Vijayawada,102826,medium,maize
loamy,13.9,Delhi,93994,medium,wheat
loamy,5.5,Delhi,43277,medium,wheat
clay,19.6,Jaipur,225356,low,onion
loamy,6.0,Nashik,84874,high,tomato
loamy,10.7,Hyderabad,83168,medium,rice
loamy,5.8,Jaipur,63341,medium,wheat
loamy,4.2,Pune,48505,medium,wheat
loamy,16.7,Bengaluru,189959,medium,maize
loamy,10.3,Jaipur,97419,medium,wheat
loamy,3.2,Warangal,48222,medium,chilli
sandy,15.3,Nashik,144376,medium,onion
clay,14.3,Bengaluru,108102,medium,rice
black,3.8,Delhi,52413,low,tomato
loamy,17.0,Bengaluru,134000,medium,rice
black,1.3,Pune,6452,high,maize
red,3.9,Pune,14570,low,millet
loamy,19.4,Jaipur,180245,medium,wheat
red,5.5,Lucknow,55346,high,soybean
loamy,17.2,Pune,70158,medium,soybean
loamy,14.6,Lucknow,198524,high,rice
red,15.0,Warangal,104532,low,groundnut
loamy,11.4,Pune,108815,medium,onion
sandy,4.4,Jaipur,31686,high,potato
sandy,12.7,Nashik,94587,medium,onion
sandy,9.8,Nashik,69721,low,groundnut
loamy,10.4,Hyderabad,104836,medium,soybean
loamy,19.9,Lucknow,154821,medium,maize
clay,12.9,Vijayawada,186211,high,rice
red,14.8,Nashik,272314,medium,cotton
sandy,18.1,Pune,51005,low,millet
black,10.9,Hyderabad,61543,high,maize
loamy,5.7,Delhi,56176,medium,potato
black,19.2,Pune,216126,high,maize
clay,13.9,Vijayawada,93249,medium,soybean
red,19.4,Jaipur,82450,medium,millet
loamy,14.0,Hyderabad,104602,medium,maize
loamy,13.3,Lucknow,130268,medium,wheat
sandy,15.7,Nashik,144439,medium,onion
loamy,3.3,Bengaluru,16531,low,groundnut
red,4.1,Warangal,58660,low,chilli
red,7.9,Nashik,67102,medium,cotton
loamy,7.2,Bengaluru,60546,high,tomato
loamy,17.1,Jaipur,179519,medium,wheat
sandy,12.8,Pune,71682,medium,onion
loamy,4.4,Warangal,18614,high,maize
loamy,16.9,Vijayawada,131620,high,tomato
loamy,17.3,Lucknow,220408,medium,potato
sandy,19.2,Pune,92271,medium,millet
loamy,10.4,Nashik,60975,medium,soybean
red,7.9,Pune,46259,medium,millet
red,12.7,Pune,36126,low,millet
black,17.8,Hyderabad,85888,medium,wheat
clay,17.7,Bengaluru,159459,medium,rice
loamy,5.0,Warangal,38631,high,wheat
sandy,4.5,Pune,21553,low,millet
loamy,19.3,Pune,220610,medium,wheat
red,3.5,Hyderabad,34867,medium,cotton
loamy,11.0,Pune,68169,medium,onion
loamy,4.8,Pune,45508,medium,maize
sandy,8.2,Pune,66336,high,maize
red,4.9,Delhi,46252,low,rice
loamy,2.7,Pune,27798,medium,onion
loamy,15.2,Delhi,183692,medium,potato
red,11.9,Jaipur,53350,medium,millet
loamy,14.9,Vijayawada,217840,medium,rice
loamy,9.7,Nashik,127498,high,tomato
black,3.9,Warangal,47855,medium,cotton
loamy,2.9,Delhi,31253,high,soybean
loamy,5.5,Nashik,78375,high,tomato
black,6.9,Pune,42078,medium,maize
loamy,5.7,Nashik,51396,high,tomato
clay,14.8,Bengaluru,185426,medium,rice
red,4.3,Jaipur,17275,high,maize
loamy,5.1,Pune,54287,medium,wheat
sandy,3.6,Jaipur,5000,low,millet
sandy,15.5,Jaipur,30770,low,millet
loamy,14.7,Delhi,128772,medium,potato
red,2.2,Jaipur,12113,low,millet
clay,16.5,Hyderabad,182879,medium,rice
loamy,17.6,Nashik,173356,medium,soybean
sandy,15.8,Vijayawada,145568,low,soybean
black,13.4,Nashik,84460,medium,soybean
loamy,5.0,Vijayawada,44943,medium,onion
black,14.9,Nashik,79226,medium,soybean
loamy,3.7,Pune,41126,medium,wheat
loamy,3.5,Delhi,35050,medium,wheat
loamy,15.1,Pune,131946,high,maize
loamy,11.9,Vijayawada,92891,medium,onion
loamy,17.7,Vijayawada,165388,medium,tomato
sandy,6.4,Warangal,26586,low,groundnut
loamy,12.3,Nashik,101659,medium,onion
loamy,16.4,Bengaluru,170884,high,tomato
loamy,1.3,Warangal,20341,medium,chilli
loamy,18.8,Jaipur,161875,medium,wheat
sandy,1.5,Pune,10062,medium,onion
loamy,3.3,Vijayawada,39877,low,wheat
black,12.8,Nashik,69058,medium,soybean
loamy,3.5,Delhi,22026,medium,potato
sandy,16.7,Warangal,62625,medium,groundnut
loamy,2.1,Bengaluru,24656,medium,chilli
clay,9.0,Bengaluru,129477,medium,rice
red,7.6,Nashik,56522,medium,groundnut
sandy,16.9,Warangal,85169,low,groundnut
sandy,3.3,Jaipur,21901,low,groundnut
loamy,2.9,Vijayawada,30182,medium,onion
loamy,11.3,Nashik,141869,high,tomato
sandy,17.5,Nashik,121474,medium,onion
sandy,8.8,Warangal,66547,medium,wheat
loamy,7.9,Lucknow,46848,medium,wheat
black,14.4,Bengaluru,147611,medium,onion
clay,9.5,Vijayawada,126325,high,rice
loamy,7.3,Nashik,62628,medium,tomato
loamy,18.5,Delhi,202245,high,chilli
black,11.0,Warangal,127927,low,tomato
black,8.9,Warangal,44660,medium,maize
loamy,12.2,Delhi,79624,medium,wheat
red,5.5,Warangal,91225,medium,chilli
sandy,14.4,Pune,119050,medium,onion
sandy,16.3,Pune,97637,medium,millet
red,13.3,Nashik,78919,medium,groundnut
red,15.2,Hyderabad,197748,medium,cotton
loamy,19.1,Jaipur,149644,medium,wheat
loamy,9.3,Lucknow,77033,medium,potato
red,16.6,Hyderabad,135987,medium,cotton
red,10.8,Jaipur,47569,low,groundnut
sandy,13.0,Delhi,50692,low,onion
loamy,15.3,Warangal,196473,medium,chilli
loamy,14.9,Pune,55040,medium,soybean
sandy,11.2,Nashik,114493,medium,onion
black,8.1,Pune,73420,high,maize
loamy,10.0,Vijayawada,130790,high,rice
loamy,8.7,Delhi,61905,medium,potato
loamy,4.1,Bengaluru,64529,medium,chilli
loamy,20.0,Bengaluru,262784,medium,chilli
loamy,3.2,Lucknow,34074,medium,potato
loamy,18.1,Lucknow,191834,medium,wheat
red,7.3,Bengaluru,111332,medium,chilli
loamy,17.8,Nashik,192923,high,tomato
loamy,6.0,Bengaluru,85000,high,tomato
loamy,9.4,Hyderabad,66243,medium,soybean
loamy,12.0,Pune,64528,high,maize
black,10.5,Lucknow,159240,medium,cotton
loamy,10.5,Lucknow,80033,medium,soybean
loamy,19.8,Nashik,150278,medium,soybean
loamy,2.4,Nashik,13994,medium,onion
loamy,3.1,Jaipur,23811,medium,wheat
red,18.4,Nashik,160672,medium,cotton
sandy,18.2,Delhi,45587,medium,millet
red,9.1,Warangal,34727,low,groundnut
loamy,8.9,Vijayawada,74494,medium,chilli
loamy,11.9,Jaipur,99848,medium,wheat
loamy,2.5,Pune,17266,medium,onion
sandy,8.5,Warangal,60178,low,groundnut
red,12.1,Lucknow,124184,medium,tomato
loamy,17.5,Hyderabad,123322,medium,soybean
red,12.7,Pune,29502,medium,millet
black,8.2,Nashik,54239,medium,soybean
loamy,2.2,Hyderabad,25382,medium,rice
loamy,19.5,Nashik,137673,medium,soybean
red,10.2,Vijayawada,161747,medium,chilli
clay,4.4,Vijayawada,55401,high,rice
black,9.2,Pune,80071,high,groundnut
loamy,7.0,Nashik,50570,high,tomato
red,15.9,Pune,34840,medium,millet
sandy,3.5,Nashik,24459,low,groundnut
red,7.4,Jaipur,23737,medium,millet
red,18.6,Nashik,129939,medium,groundnut
clay,6.6,Hyderabad,49843,high,rice
loamy,7.0,Delhi,78813,medium,potato
loamy,2.9,Jaipur,25178,medium,wheat
red,19.9,Lucknow,107233,medium,millet
loamy,8.5,Vijayawada,116599,high,rice
loamy,17.8,Warangal,147134,low,potato
sandy,16.1,Delhi,57338,medium,millet
black,4.1,Pune,36026,medium,maize
black,14.2,Nashik,156029,medium,cotton
red,16.6,Jaipur,236759,low,tomato
black,11.6,Hyderabad,56123,medium,maize
red,18.9,Nashik,162876,medium,cotton
red,3.8,Nashik,23034,medium,groundnut
sandy,14.5,Vijayawada,152783,low,cotton
loamy,15.5,Delhi,191505,medium,potato
black,16.8,Pune,141160,medium,cotton
loamy,13.4,Pune,129109,medium,onion
sandy,7.3,Delhi,65022,high,rice
red,3.8,Vijayawada,57560,medium,chilli
clay,18.5,Pune,93931,low,soybean
loamy,10.8,Vijayawada,153522,medium,chilli
clay,13.7,Pune,114126,low,wheat
red,14.1,Pune,52841,low,millet
loamy,14.0,Pune,103661,medium,potato
loamy,13.6,Bengaluru,208648,medium,chilli
sandy,19.7,Vijayawada,114228,medium,onion
loamy,5.8,Lucknow,49274,medium,potato
black,18.2,Nashik,187350,medium,cotton
sandy,16.1,Vijayawada,130187,medium,onion
red,18.9,Hyderabad,105798,medium,maize
black,5.0,Hyderabad,43942,medium,soybean
loamy,1.0,Pune,5507,medium,maize
loamy,18.3,Pune,182502,medium,wheat
red,3.3,Lucknow,37297,high,onion
sandy,6.5,Pune,65191,medium,onion
clay,10.7,Bengaluru,195465,medium,cotton
clay,7.0,Bengaluru,100858,medium,rice
red,14.9,Warangal,111109,medium,tomato
clay,18.9,Hyderabad,201821,high,rice
black,9.3,Pune,101531,medium,soybean
red,18.4,Warangal,160930,medium,chilli
sandy,9.5,Bengaluru,46067,high,groundnut
red,8.0,Jaipur,43408,medium,millet
sandy,3.7,Vijayawada,28310,medium,onion
sandy,11.0,Pune,121193,medium,onion
loamy,2.4,Vijayawada,27265,medium,onion
clay,9.6,Vijayawada,131285,high,rice
loamy,17.7,Nashik,144078,medium,tomato
sandy,17.2,Jaipur,96488,medium,millet
black,7.0,Nashik,51570,medium,soybean
loamy,8.3,Delhi,56508,medium,wheat
loamy,12.3,Hyderabad,56607,medium,maize
loamy,10.7,Pune,87134,medium,maize
loamy,11.5,Lucknow,77378,medium,wheat
red,3.4,Vijayawada,46590,medium,chilli
loamy,18.8,Pune,181514,medium,soybean
clay,19.1,Bengaluru,200259,high,rice
loamy,18.5,Delhi,154068,medium,potato
loamy,13.4,Pune,74812,medium,soybean
sandy,9.0,Nashik,55627,medium,onion
red,15.9,Hyderabad,211638,medium,tomato
loamy,17.0,Nashik,153673,medium,onion
sandy,17.7,Vijayawada,187655,medium,wheat
red,1.6,Pune,5000,low,millet
red,18.2,Hyderabad,86278,medium,wheat
red,13.3,Bengaluru,157482,medium,chilli
loamy,5.9,Nashik,42824,medium,soybean
loamy,4.8,Pune,66494,medium,potato
sandy,1.9,Warangal,6141,low,groundnut
red,18.0,Pune,57607,low,millet
clay,16.7,Pune,248302,medium,cotton
loamy,6.2,Lucknow,14856,medium,millet
sandy,17.9,Nashik,134572,medium,onion
sandy,19.6,Pune,156533,medium,onion
clay,7.3,Vijayawada,110086,medium,chilli
clay,12.8,Hyderabad,142812,high,potato
red,16.7,Jaipur,95186,low,millet
loamy,14.3,Pune,75481,medium,soybean
loamy,15.8,Hyderabad,128365,high,rice
loamy,9.5,Bengaluru,103223,medium,tomato
loamy,12.8,Vijayawada,93591,medium,tomato
red,4.5,Pune,31025,medium,cotton
red,2.5,Jaipur,5000,low,millet
loamy,12.7,Lucknow,136766,medium,wheat
loamy,17.0,Hyderabad,200695,medium,rice
loamy,18.4,Pune,198705,medium,potato
loamy,13.9,Warangal,182740,medium,chilli
sandy,3.4,Warangal,27333,low,cotton
black,15.4,Lucknow,215846,low,rice
loamy,19.2,Jaipur,164286,medium,wheat
sandy,1.9,Pune,10861,medium,millet
loamy,13.2,Bengaluru,165638,high,tomato
loamy,10.1,Vijayawada,121913,medium,tomato
loamy,3.4,Bengaluru,32300,medium,rice
red,8.5,Nashik,93069,medium,cotton
loamy,13.0,Delhi,79370,medium,potato
loamy,8.4,Vijayawada,78486,medium,rice
red,13.6,Nashik,46248,low,groundnut
black,2.8,Pune,19646,medium,soybean
loamy,7.8,Bengaluru,76689,high,rice
clay,18.2,Hyderabad,112523,medium,rice
loamy,13.9,Jaipur,70681,medium,wheat
loamy,12.3,Pune,103797,medium,potato
loamy,17.0,Nashik,90171,medium,soybean
loamy,7.7,Vijayawada,68177,medium,tomato
black,1.0,Warangal,8554,high,maize
loamy,9.2,Lucknow,55937,medium,potato
loamy,10.9,Hyderabad,95475,medium,maize
loamy,10.6,Delhi,78384,medium,potato
red,14.1,Nashik,217952,medium,cotton
loamy,2.0,Pune,25546,medium,potato
black,8.1,Bengaluru,19764,high,millet
black,17.5,Hyderabad,108706,medium,maize
loamy,2.0,Bengaluru,28498,medium,chilli
sandy,19.0,Vijayawada,151939,medium,onion
clay,14.9,Vijayawada,143838,medium,rice
loamy,13.8,Pune,104501,medium,onion
loamy,18.8,Bengaluru,198144,medium,chilli
loamy,18.7,Bengaluru,135833,medium,maize
loamy,7.4,Jaipur,85819,medium,wheat
clay,7.5,Hyderabad,99883,high,rice
loamy,12.1,Nashik,88717,medium,soybean
black,19.8,Hyderabad,101970,medium,soybean
loamy,17.4,Lucknow,143094,medium,wheat
loamy,19.3,Warangal,110546,medium,maize
sandy,11.8,Delhi,119609,high,onion
black,8.7,Hyderabad,126739,medium,cotton
black,14.3,Jaipur,32400,medium,millet
black,6.5,Hyderabad,28574,high,maize
sandy,12.5,Warangal,69652,medium,groundnut
red,8.2,Warangal,98090,medium,cotton
loamy,2.7,Lucknow,28231,medium,potato
black,7.1,Hyderabad,58856,medium,maize
loamy,12.8,Bengaluru,206031,medium,chilli
loamy,11.8,Vijayawada,95688,high,tomato
loamy,19.3,Nashik,168990,high,tomato
loamy,5.3,Hyderabad,28565,medium,groundnut
sandy,16.9,Bengaluru,59288,high,groundnut
red,9.9,Vijayawada,113855,medium,chilli
red,9.6,Pune,130035,high,tomato
loamy,8.0,Pune,65788,medium,soybean
clay,16.3,Delhi,205217,medium,potato
loamy,8.0,Nashik,74568,medium,tomato
loamy,16.5,Vijayawada,148750,medium,onion
loamy,6.7,Hyderabad,52079,high,maize
loamy,8.0,Delhi,76958,medium,potato
clay,2.0,Delhi,11353,low,soybean
red,4.0,Bengaluru,44992,high,chilli
clay,2.1,Pune,20576,medium,tomato
loamy,1.3,Pune,14231,medium,soybean
loamy,18.7,Vijayawada,160831,medium,onion
loamy,7.9,Lucknow,72461,medium,wheat
loamy,17.0,Bengaluru,238642,medium,chilli
black,19.3,Warangal,280178,low,chilli
sandy,17.6,Lucknow,235593,high,chilli
black,8.6,Bengaluru,41842,high,maize
sandy,2.2,Jaipur,6006,medium,millet
clay,18.6,Jaipur,242517,low,rice
sandy,14.0,Jaipur,41944,low,millet
loamy,3.3,Bengaluru,25143,high,maize
loamy,12.9,Hyderabad,144694,high,rice
loamy,12.8,Jaipur,84403,medium,wheat
red,4.5,Pune,9789,low,millet
loamy,16.7,Vijayawada,220510,medium,chilli
loamy,15.6,Warangal,155628,medium,chilli
loamy,10.0,Lucknow,97660,medium,potato
black,10.6,Pune,143600,medium,cotton
loamy,4.6,Bengaluru,55280,high,rice
black,1.3,Pune,9746,medium,soybean
loamy,19.3,Jaipur,142762,medium,wheat
loamy,10.1,Pune,94790,medium,potato
red,19.7,Jaipur,55061,low,millet
loamy,5.8,Warangal,51874,medium,maize
loamy,2.1,Pune,19878,medium,maize
red,18.1,Bengaluru,116477,medium,maize
black,2.1,Warangal,34629,low,cotton
loamy,13.7,Nashik,138334,high,tomato
clay,17.9,Lucknow,219203,low,cotton
loamy,6.4,Pune,36808,medium,wheat
loamy,6.3,Bengaluru,49322,high,tomato
loamy,18.8,Pune,130716,medium,potato
loamy,11.8,Bengaluru,135796,medium,chilli
red,11.9,Warangal,167359,medium,chilli
loamy,16.3,Bengaluru,230990,high,tomato
loamy,19.6,Hyderabad,182754,high,rice
red,6.8,Warangal,113369,medium,chilli
